DATASET	SEGMENT	TOKENS
simsrma	ə̃	11
simsrma	ɹ	11
simsrma	tʰ	10
simsrma	ø	10
simsrma	ǽ/æ	10
simsrma	ʈʂ	10
simsrma	r	9
simsrma	tʃʰ	9
simsrma	²⁴¹	9
simsrma	ŭ/u	9
simsrma	ə̆/ə	9
simsrma	ɛ́/ɛ	9
simsrma	ɦ	9
simsrma	ᴸ/¹	9
simsrma	f	8
simsrma	ɨ	8
simsrma	h	7
simsrma	y/ɥ	7
simsrma	æ̀/æ	7
simsrma	ṍ/õ	7
simsrma	l̥	6
simsrma	m̥	6
simsrma	ũ	6
simsrma	ɑ́/ɑ	6
simsrma	ɛi	6
simsrma	ɜ	6
simsrma	ɣ	6
simsrma	ɥ	6
simsrma	ɸ	6
simsrma	n̥	5
simsrma	ui	5
simsrma	ɛ̌j/ɛi	5
simsrma	ɜj/ɜi	5
simsrma	ɤ	5
simsrma	dʒ	4
simsrma	yi	4
simsrma	ĕ/e	4
simsrma	ĩ́/ĩ	4
simsrma	ɖ	4
simsrma	ʈʰ	4
simsrma	ʉ́/ʉ	4
simsrma	ʉ̆/ʉ	4
simsrma	ʴ/³⁵	4
simsrma	ă/a	3
simsrma	ĩ̌/ĩ	3
simsrma	ɑ̀/ɑ	3
simsrma	ɻ	3
simsrma	ʁ	3
simsrma	ẽ́/ẽ	3
simsrma	ẽ̌/ẽ	3
simsrma	HL/⁵¹	2
simsrma	N/⁰	2
simsrma	æ̆̃/æ̃	2
simsrma	ĩ̂/ĩ	2
simsrma	ŏ/o	2
simsrma	ɐ̀/ɐ	2
simsrma	ɐ̆/ɐ	2
simsrma	ɒ̆/ɒ	2
simsrma	ɔ̆/ɔ	2
simsrma	ə̀˞/ə˞	2
simsrma	ɻ̥	2
simsrma	ʉ̀/ʉ	2
simsrma	ṹ/ũ	2
simsrma	H/⁵	1
simsrma	R/ɹ	1
simsrma	v	1
simsrma	ã́/ã	1
simsrma	ã̌/ã	1
simsrma	æ	1
simsrma	óu/ou	1
simsrma	õ̌/õ	1
simsrma	ø̃	1
simsrma	ý/y	1
simsrma	ĩ̀/ĩ	1
simsrma	ǎ/a	1
simsrma	ǽ̃/æ̃	1
simsrma	ȵ̊	1
simsrma	ȵ̩/ȵ	1
simsrma	ɐ̃	1
simsrma	ɑʴ́/ɑ	1
simsrma	ɑ̃́/ɑ̃	1
simsrma	ɒ̀/ɒ	1
simsrma	ɒ́/ɒ	1
simsrma	ɕʷ	1
simsrma	ə́˞/ɚ	1
simsrma	ə̃̌/ə̃	1
simsrma	ə̌/ə	1
simsrma	ɚ̆/ə˞	1
simsrma	ɛj́/ɛi	1
simsrma	ɛȷ́/ɛi	1
simsrma	ɛ̆/ɛ	1
simsrma	ɜ̆/ɜ	1
simsrma	ɢ	1
simsrma	ɯ̃	1
simsrma	ɹ̥	1
simsrma	ʅ	1
simsrma	ʈ	1
simsrma	ʜ	1
simsrma	ʴ́/ɹ	1
simsrma	ʴ̥/ɹ̥	1
simsrma	β	1
simsrma	ỳ/y	1
simsrma	ỹ	1
smithborneo	a	41010
smithborneo	u	20688
smithborneo	t	16369
smithborneo	i	15954
smithborneo	n	14702
smithborneo	ə	14261
smithborneo	k	13779
smithborneo	o	12651
smithborneo	m	12498
smithborneo	ʔ	11646
smithborneo	l	11407
smithborneo	ŋ	11321
smithborneo	p	9915
smithborneo	b	8548
smithborneo	s	7758
smithborneo	h	6182
smithborneo	r	5564
smithborneo	e	5461
smithborneo	d	4915
smithborneo	w	4168
smithborneo	j	3923
smithborneo	g	2826
smithborneo	dʒ	2400
smithborneo	ɲ	2073
smithborneo	ə̯	1660
smithborneo	c	1202
smithborneo	aː	1071
smithborneo	v	1064
smithborneo	ɣ	973
smithborneo	ɛ	902
smithborneo	uː	339
smithborneo	oː	318
smithborneo	ɪ	259
smithborneo	iː	256
smithborneo	o̯	249
smithborneo	ɨ	247
smithborneo	f	244
smithborneo	ɮ	230
smithborneo	æ	176
smithborneo	ɾ	169
smithborneo	ɔ	156
smithborneo	a̯	138
smithborneo	ɒ	137
smithborneo	ʀ	137
smithborneo	e̯	130
smithborneo	ɘ	126
smithborneo	eː	124
smithborneo	ɓ	124
smithborneo	ɭ	102
smithborneo	u̯	98
smithborneo	ã	96
smithborneo	tː	65
smithborneo	ə̯̃	64
smithborneo	pː	58
smithborneo	lː	56
smithborneo	nː	56
smithborneo	z	55
smithborneo	æː	54
smithborneo	õ	52
smithborneo	a̰ː	49
smithborneo	mː	46
smithborneo	ɗ	46
smithborneo	kː	44
smithborneo	ʉ	37
smithborneo	<<ˣ>>	35
smithborneo	ɑ	35
smithborneo	ʄ	35
smithborneo	sː	34
smithborneo	ṵː	34
smithborneo	<<ː>>	31
smithborneo	bː	30
smithborneo	gː	30
smithborneo	ɪ̯	28
smithborneo	ʊ	28
smithborneo	i̯	27
smithborneo	ŋː	26
smithborneo	ũ	25
smithborneo	ḭː	23
smithborneo	<<ʰ>>	21
smithborneo	kʷ	21
smithborneo	é	20
smithborneo	<<̩>>	18
smithborneo	<<͂>>	18
smithborneo	ĩ	17
smithborneo	<<ᵈ>>	16
smithborneo	mb	16
smithborneo	dː	15
smithborneo	ɛː	15
smithborneo	ɤ	15
smithborneo	l̩	12
smithborneo	ɛ̯	12
smithborneo	a̰	11
smithborneo	æ̯	11
smithborneo	<<ʸ>>	10
smithborneo	oo	10
smithborneo	ə̯̈	10
smithborneo	ḛː	9
smithborneo	<<ẽ>>	8
smithborneo	kʰ	8
smithborneo	n̩	8
smithborneo	ɑː	8
smithborneo	<<.>>	7
smithborneo	<<ʷ>>	7
smithborneo	<<̯>>	7
smithborneo	ḛ	7
smithborneo	<<ᵍ>>	6
smithborneo	<<ⁿ>>	6
smithborneo	dʒː	6
smithborneo	nd	6
smithborneo	ə̃	6
smithborneo	ɠ	6
smithborneo	ɨ̯	6
smithborneo	<<ǎ>>	5
smithborneo	<<ᵑ>>	5
smithborneo	o̰ː	5
smithborneo	tʲ	5
smithborneo	ɒː	5
smithborneo	ɟ	5
smithborneo	ḭ	5
smithborneo	<<̃>>	4
smithborneo	<<̰>>	4
smithborneo	<<θ>>	4
smithborneo	<<ᵗ>>	4
smithborneo	tʰ	4
smithborneo	ɣʷ	4
smithborneo	ɨː	4
smithborneo	ʑ	4
smithborneo	ẽ	4
smithborneo	ai	3
smithborneo	cː	3
smithborneo	ds	3
smithborneo	i̯ː	3
smithborneo	pʰ	3
smithborneo	ĩː	3
smithborneo	əː	3
smithborneo	ɛ̃	3
smithborneo	ɲː	3
smithborneo	<<̈>>	2
smithborneo	<<̤>>	2
smithborneo	<<χ>>	2
smithborneo	<<ᵐ>>	2
smithborneo	o̰	2
smithborneo	í	2
smithborneo	ũː	2
smithborneo	ɔː	2
smithborneo	ɔ̰	2
smithborneo	ʔː	2
smithborneo	ḛ́	2
smithborneo	ẽ̯	2
smithborneo	<<*>>	1
smithborneo	<<0>>	1
smithborneo	<<1>>	1
smithborneo	<<:>>	1
smithborneo	<<C>>	1
smithborneo	<<S>>	1
smithborneo	<<à>>	1
smithborneo	<<ù>>	1
smithborneo	<<ǐ>>	1
smithborneo	<<́>>	1
smithborneo	<<̠>>	1
smithborneo	<<β>>	1
smithborneo	<<ᵇ>>	1
smithborneo	<<ỹ>>	1
smithborneo	<<…>>	1
smithborneo	ei	1
smithborneo	eːi	1
smithborneo	i̤ː	1
smithborneo	m̃	1
smithborneo	ts	1
smithborneo	á	1
smithborneo	ŋʷ	1
smithborneo	ɒ̯	1
smithborneo	ɛːi	1
smithborneo	ɛ̰	1
smithborneo	ɲ̊	1
smithborneo	ṵ	1
smithborneo	ṵḭː	1
sohartmannchin	a	518
sohartmannchin	ʔ	497
sohartmannchin	m	432
sohartmannchin	ŋ	410
sohartmannchin	k	403
sohartmannchin	n	374
sohartmannchin	i	373
sohartmannchin	t	315
sohartmannchin	l	277
sohartmannchin	p	272
sohartmannchin	u	244
sohartmannchin	ə	190
sohartmannchin	kʰ	155
sohartmannchin	o	155
sohartmannchin	ɔ	153
sohartmannchin	ḁ/a	151
sohartmannchin	sʰ	150
sohartmannchin	ᵊ/ə	144
sohartmannchin	s	134
sohartmannchin	j	129
sohartmannchin	ɛ	127
sohartmannchin	ï/ɨ	124
sohartmannchin	tʰ	122
sohartmannchin	m̩	103
sohartmannchin	h	99
sohartmannchin	uⁱ/ui	87
sohartmannchin	eⁱ/ei	86
sohartmannchin	x	85
sohartmannchin	ŋ̍	78
sohartmannchin	aⁱ/ai	76
sohartmannchin	aː	70
sohartmannchin	ɓ	68
sohartmannchin	v	63
sohartmannchin	á/a	60
sohartmannchin	ɣ	51
sohartmannchin	ʃʰ	51
sohartmannchin	ʃ	46
sohartmannchin	ɴ	43
sohartmannchin	pʰ	41
sohartmannchin	í/i	41
sohartmannchin	d	39
sohartmannchin	ɗ	38
sohartmannchin	ïⁱ/ɨi	37
sohartmannchin	aːⁱ/aːi	35
sohartmannchin	uː	35
sohartmannchin	e	34
sohartmannchin	ã	33
sohartmannchin	ɔː	33
sohartmannchin	aᵘ/au	26
sohartmannchin	tʃʰ	26
sohartmannchin	y	24
sohartmannchin	ɣʰ	23
sohartmannchin	ɬ	23
sohartmannchin	ú/u	22
sohartmannchin	iː	21
sohartmannchin	ɨ	19
sohartmannchin	eᵘ/eu	17
sohartmannchin	oː	17
sohartmannchin	ɛᶺ/ɛʌ	17
sohartmannchin	r	16
sohartmannchin	tʃ	16
sohartmannchin	əⁱ/əi	16
sohartmannchin	ɴ̹/ɴ	16
sohartmannchin	ˀkʰ	16
sohartmannchin	ˀkˠʰ	15
sohartmannchin	b	14
sohartmannchin	éⁱ/ei	14
sohartmannchin	ïː/ɨː	14
sohartmannchin	ˀk	14
sohartmannchin	ˀt	14
sohartmannchin	œ	13
sohartmannchin	ɔːⁱ/ɔːi	13
sohartmannchin	ɔⁱ/ɔi	13
sohartmannchin	ó/o	12
sohartmannchin	ɔ́ː/ɔː	12
sohartmannchin	ˀp	12
sohartmannchin	ˀs	12
sohartmannchin	ui	11
sohartmannchin	w	11
sohartmannchin	ũ	11
sohartmannchin	ai	10
sohartmannchin	ei	10
sohartmannchin	oᵘ/ou	10
sohartmannchin	ø	10
sohartmannchin	ɛː	10
sohartmannchin	ɛⁱ/ɛi	10
sohartmannchin	ɹʰ	10
sohartmannchin	úⁱ/ui	9
sohartmannchin	ɛᵘ/ɛu	9
sohartmannchin	ˀɓ	9
sohartmannchin	aːᵘ/aːu	8
sohartmannchin	f	8
sohartmannchin	kˠʰ	8
sohartmannchin	n̩	8
sohartmannchin	ts	8
sohartmannchin	áⁱ/ai	8
sohartmannchin	ĩ	8
sohartmannchin	ɔ̃	8
sohartmannchin	əː	8
sohartmannchin	ˀsʰ	8
sohartmannchin	ẽ	8
sohartmannchin	úː/uː	7
sohartmannchin	ɔᵘ/ɔu	7
sohartmannchin	ɹ	7
sohartmannchin	ˀtʰ	7
sohartmannchin	aːu	6
sohartmannchin	kˠ	6
sohartmannchin	k̯/k	6
sohartmannchin	uːⁱ/uːi	6
sohartmannchin	õ	6
sohartmannchin	ɔᶺ/ɔʌ	6
sohartmannchin	ˀpˠʰ	6
sohartmannchin	aˀ	5
sohartmannchin	eːⁱ/eːi	5
sohartmannchin	u̥/u	5
sohartmannchin	à/a	5
sohartmannchin	ŋ̊	5
sohartmannchin	ɔ́/ɔ	5
sohartmannchin	ə̃	5
sohartmannchin	əᵘ/əu	5
sohartmannchin	ɛ́/ɛ	5
sohartmannchin	ʌ	5
sohartmannchin	eː	4
sohartmannchin	ɔ/ɔ	4
sohartmannchin	əːⁱ/əːi	4
sohartmannchin	ə́/ə	4
sohartmannchin	ɛ́ː/ɛː	4
sohartmannchin	ɬʰ	4
sohartmannchin	ɶ	4
sohartmannchin	ⁱ/i	4
sohartmannchin	c	3
sohartmannchin	oⁱ/oi	3
sohartmannchin	áːⁱ/aːi	3
sohartmannchin	é/e	3
sohartmannchin	éː/eː	3
sohartmannchin	ïːⁱ/ɨːi	3
sohartmannchin	ɛi	3
sohartmannchin	ʌ́/ʌ	3
sohartmannchin	ˀkˠ	3
sohartmannchin	ḯ/ɨ	3
sohartmannchin	g	2
sohartmannchin	i/j	2
sohartmannchin	iːa	2
sohartmannchin	iːⁱ/iː	2
sohartmannchin	iᵋ/iɛ	2
sohartmannchin	lʰ	2
sohartmannchin	uːi	2
sohartmannchin	áː/aː	2
sohartmannchin	íː/ɨː	2
sohartmannchin	î/ɨ	2
sohartmannchin	œ̃	2
sohartmannchin	ɔi	2
sohartmannchin	ɛ̃	2
sohartmannchin	ɨi	2
sohartmannchin	ɱ	2
sohartmannchin	ʔk̯ʰ/ˀkʰ	2
sohartmannchin	ˀpʰ	2
sohartmannchin	ẽⁱ/ẽi	2
sohartmannchin	aːi	1
sohartmannchin	i̥/i	1
sohartmannchin	iᵘ/iu	1
sohartmannchin	k̯ʰ/kʰ	1
sohartmannchin	lʔ/l	1
sohartmannchin	m̥	1
sohartmannchin	n̥	1
sohartmannchin	ou	1
sohartmannchin	pʲʰ	1
sohartmannchin	áᵘ/au	1
sohartmannchin	è/e	1
sohartmannchin	óⁱ/oi	1
sohartmannchin	ù/u	1
sohartmannchin	ý/y	1
sohartmannchin	œ̀/œ	1
sohartmannchin	ɔːi	1
sohartmannchin	ɔ̀/ɔ	1
sohartmannchin	ɔ̀ːⁱ/ɔːi	1
sohartmannchin	ɔ́ːⁱ/ɔːi	1
sohartmannchin	əi	1
sohartmannchin	ə́ⁱ/əi	1
sohartmannchin	ɛ́ᶺ/ɛʌ	1
sohartmannchin	ɜ	1
sohartmannchin	ɨⁱ/ɨi	1
sohartmannchin	ʌ́ː/ʌː	1
sohartmannchin	ʔk̯/ˀk	1
sohartmannchin	ˀ/ʔ	1
sohartmannchin	ˀtʃʰ	1
sohartmannchin	ᶺ/ʌ	1
sohartmannchin	ẽᶺ/ẽʌ	1
starostinhmongmien	a	739
starostinhmongmien	u	458
starostinhmongmien	ŋ	426
starostinhmongmien	→	400
starostinhmongmien	¹/¹	351
starostinhmongmien	n	341
starostinhmongmien	o	310
starostinhmongmien	³/¹	309
starostinhmongmien	j	287
starostinhmongmien	t	281
starostinhmongmien	i	268
starostinhmongmien	e	265
starostinhmongmien	k	234
starostinhmongmien	p	230
starostinhmongmien	⁵/¹	221
starostinhmongmien	ɔ	215
starostinhmongmien	²/¹	180
starostinhmongmien	³⁵	178
starostinhmongmien	³³	160
starostinhmongmien	²²	141
starostinhmongmien	³¹	141
starostinhmongmien	l	139
starostinhmongmien	m	127
starostinhmongmien	⁴/¹	126
starostinhmongmien	q	118
starostinhmongmien	⁵³	115
starostinhmongmien	⁶/¹	115
starostinhmongmien	←	107
starostinhmongmien	ǝ	104
starostinhmongmien	w	98
starostinhmongmien	⁴⁴	94
starostinhmongmien	tɕ	86
starostinhmongmien	⁵⁵	78
starostinhmongmien	h	64
starostinhmongmien	¹³	51
starostinhmongmien	tɬ	48
starostinhmongmien	ɲ	44
starostinhmongmien	ɯ	42
starostinhmongmien	ɛ	41
starostinhmongmien	kʰ	39
starostinhmongmien	s	38
starostinhmongmien	ɤ	32
starostinhmongmien	f	29
starostinhmongmien	ts	29
starostinhmongmien	tʰ	29
starostinhmongmien	ʑ	29
starostinhmongmien	l̥	27
starostinhmongmien	ɑ	27
starostinhmongmien	⁷/¹	26
starostinhmongmien	n̥	25
starostinhmongmien	v	25
starostinhmongmien	ʉ	24
starostinhmongmien	ɔ̃	23
starostinhmongmien	ɕ	23
starostinhmongmien	⁸/¹	22
starostinhmongmien	d	21
starostinhmongmien	pʰ	20
starostinhmongmien	qʰ	20
starostinhmongmien	õ	20
starostinhmongmien	ŋ̩	19
starostinhmongmien	tʃ	18
starostinhmongmien	tsʰ	17
starostinhmongmien	tɕʰ	16
starostinhmongmien	ɣ	14
starostinhmongmien	ɳ	14
starostinhmongmien	ɬ	13
starostinhmongmien	b	12
starostinhmongmien	m̥	12
starostinhmongmien	ʔ	12
starostinhmongmien	θ	12
starostinhmongmien	ɒ	11
starostinhmongmien	ɲ̥	11
starostinhmongmien	ʋ	11
starostinhmongmien	dʒ	10
starostinhmongmien	²¹	10
starostinhmongmien	g	9
starostinhmongmien	tʂ	9
starostinhmongmien	z	9
starostinhmongmien	ɛ̃	9
starostinhmongmien	ˀd	9
starostinhmongmien	ɨ	8
starostinhmongmien	ʒ	8
starostinhmongmien	x	7
starostinhmongmien	ɹ	7
starostinhmongmien	ʈ	7
starostinhmongmien	sʰ	6
starostinhmongmien	tʃʰ	6
starostinhmongmien	y	6
starostinhmongmien	¹¹	6
starostinhmongmien	ʐ	6
starostinhmongmien	⁴³	6
starostinhmongmien	n̥ʰ	5
starostinhmongmien	ã	5
starostinhmongmien	æ	5
starostinhmongmien	œ	5
starostinhmongmien	ʃ	5
starostinhmongmien	dz	4
starostinhmongmien	dʑ	4
starostinhmongmien	mʱ	4
starostinhmongmien	vʱ	4
starostinhmongmien	³²	4
starostinhmongmien	ð	4
starostinhmongmien	ŋ̊	4
starostinhmongmien	ʈʂʰ	4
starostinhmongmien	lʱ	3
starostinhmongmien	m̥ʰ	3
starostinhmongmien	ɕʰ	3
starostinhmongmien	ɲʱ	3
starostinhmongmien	ɴ	3
starostinhmongmien	ʂ	3
starostinhmongmien	jʱ	2
starostinhmongmien	lʰ	2
starostinhmongmien	l̥ʰ	2
starostinhmongmien	n̩	2
starostinhmongmien	qʱ	2
starostinhmongmien	ũ	2
starostinhmongmien	ɖʐ	2
starostinhmongmien	ɤ̃	2
starostinhmongmien	ɦ	2
starostinhmongmien	ɭ	2
starostinhmongmien	ʎ	2
starostinhmongmien	ẽ	2
starostinhmongmien	dʱ	1
starostinhmongmien	fʰ	1
starostinhmongmien	nʱ	1
starostinhmongmien	v̥	1
starostinhmongmien	w̥	1
starostinhmongmien	²	1
starostinhmongmien	¹	1
starostinhmongmien	ŋʲ	1
starostinhmongmien	ɢ	1
starostinhmongmien	ɭ̥ʰ	1
starostinhmongmien	ɲ̥ʰ	1
starostinhmongmien	ʎ̥ʰ	1
starostinkaren	a	334
starostinkaren	i	209
starostinkaren	u	193
starostinkaren	ʔ	186
starostinkaren	l	181
starostinkaren	e	165
starostinkaren	o	156
starostinkaren	m	139
starostinkaren	ə	118
starostinkaren	k	108
starostinkaren	kʰ	100
starostinkaren	θ	91
starostinkaren	ɛ	85
starostinkaren	n	83
starostinkaren	pʰ	83
starostinkaren	w	82
starostinkaren	ŋ	80
starostinkaren	t	76
starostinkaren	tʰ	70
starostinkaren	p	61
starostinkaren	b	60
starostinkaren	j	60
starostinkaren	ɯ	60
starostinkaren	ɔ	55
starostinkaren	r	48
starostinkaren	d	44
starostinkaren	h	40
starostinkaren	ɤ	40
starostinkaren	s	34
starostinkaren	ʂ	30
starostinkaren	ɛ́	29
starostinkaren	ɔ́	28
starostinkaren	ʃ	26
starostinkaren	tʃʲ	24
starostinkaren	dʒ	23
starostinkaren	e̤	23
starostinkaren	sʰ	23
starostinkaren	a̤	20
starostinkaren	ɪ	19
starostinkaren	i̤	18
starostinkaren	v	18
starostinkaren	ə́	16
starostinkaren	ṳ	15
starostinkaren	g	14
starostinkaren	o̤	14
starostinkaren	ɜ	14
starostinkaren	ɤ́	14
starostinkaren	ɯ́	13
starostinkaren	ʌ	13
starostinkaren	ʃʰ	12
starostinkaren	tɕʰ	11
starostinkaren	ɓ	11
starostinkaren	ɲ	11
starostinkaren	tɕ	10
starostinkaren	ɨ	10
starostinkaren	dʑ	9
starostinkaren	ɗ	9
starostinkaren	ɤ̤	9
starostinkaren	ts	7
starostinkaren	ə̤	6
starostinkaren	ɛ̤	6
starostinkaren	x	5
starostinkaren	ǎ	5
starostinkaren	ḭ	5
starostinkaren	m̥	4
starostinkaren	ɔ̤	4
starostinkaren	ɘ	4
starostinkaren	ɯ̤	4
starostinkaren	q	3
starostinkaren	ã	3
starostinkaren	ø	3
starostinkaren	ɔ̰	3
starostinkaren	l̥	2
starostinkaren	tsʰ	2
starostinkaren	tʃ	2
starostinkaren	w̥	2
starostinkaren	ə̃	2
starostinkaren	ɨ̤	2
starostinkaren	ɯ̤̃	2
starostinkaren	a̰	1
starostinkaren	f	1
starostinkaren	m̩	1
starostinkaren	uː	1
starostinkaren	z	1
starostinkaren	ã̤	1
starostinkaren	ŋ̍	1
starostinkaren	ɤ̃	1
starostinkaren	ɤ̤̃	1
starostinkaren	ʍ	1
starostinpie	n	535
starostinpie	a	520
starostinpie	r	495
starostinpie	t	439
starostinpie	o	402
starostinpie	s	394
starostinpie	l	360
starostinpie	k	354
starostinpie	e	344
starostinpie	ə	333
starostinpie	ɛ	275
starostinpie	m	270
starostinpie	i	240
starostinpie	d	234
starostinpie	v	207
starostinpie	u	204
starostinpie	p	180
starostinpie	j	173
starostinpie	b	157
starostinpie	ɔ	141
starostinpie	aː	117
starostinpie	f	111
starostinpie	ɪ	98
starostinpie	iː	94
starostinpie	ɑ	94
starostinpie	ɾ	94
starostinpie	ʃ	82
starostinpie	w	74
starostinpie	z	70
starostinpie	ʁ	68
starostinpie	h	66
starostinpie	ɐ	66
starostinpie	ɡ	66
starostinpie	g	65
starostinpie	ɨ	64
starostinpie	ð	57
starostinpie	x	52
starostinpie	tʃ	51
starostinpie	uː	46
starostinpie	oː	45
starostinpie	eː	44
starostinpie	ʋ	44
starostinpie	ts	41
starostinpie	ʏ	39
starostinpie	ŋ	37
starostinpie	ʒ	36
starostinpie	tʲ	32
starostinpie	ʊ	28
starostinpie	tɕ	27
starostinpie	θ	27
starostinpie	kʰ	26
starostinpie	ɛː	23
starostinpie	ɣ	23
starostinpie	nː	22
starostinpie	œ	19
starostinpie	æ	18
starostinpie	ɤ	17
starostinpie	ʎ	17
starostinpie	c	16
starostinpie	dʒ	16
starostinpie	vʲ	16
starostinpie	øː	16
starostinpie	ɛ̃	16
starostinpie	ɦ	16
starostinpie	ʌ	16
starostinpie	lʲ	15
starostinpie	mʲ	15
starostinpie	ɑ̃	15
starostinpie	ɔː	15
starostinpie	lː	13
starostinpie	pʲ	12
starostinpie	tː	12
starostinpie	kː	11
starostinpie	nʲ	11
starostinpie	nˀ	11
starostinpie	sː	11
starostinpie	tʰ	11
starostinpie	ɑː	11
starostinpie	ɕ	11
starostinpie	ai	10
starostinpie	aɪ	10
starostinpie	tʃʰ	10
starostinpie	ø	10
starostinpie	ɐ̃	10
starostinpie	əʊ	10
starostinpie	ɲ	10
starostinpie	ɽ	10
starostinpie	ʈ	10
starostinpie	au	9
starostinpie	dʲ	9
starostinpie	ɔ̃	9
starostinpie	ɪː	9
starostinpie	eɪ	8
starostinpie	oˀ	8
starostinpie	rː	8
starostinpie	y	8
starostinpie	yː	8
starostinpie	õ	8
starostinpie	ɛɪ	8
starostinpie	β	8
starostinpie	ẽ	8
starostinpie	auː	7
starostinpie	kʲ	7
starostinpie	lˀ	7
starostinpie	ç	7
starostinpie	ʝ	7
starostinpie	eiː	6
starostinpie	n̥	6
starostinpie	ouː	6
starostinpie	sʲ	6
starostinpie	tˡ	6
starostinpie	ʀ	6
starostinpie	ʉ	6
starostinpie	ʉː	6
starostinpie	aʊ	5
starostinpie	dʑ	5
starostinpie	rʲ	5
starostinpie	æː	5
starostinpie	ŋː	5
starostinpie	ɛˀ	5
starostinpie	bʲ	4
starostinpie	dz	4
starostinpie	eˀ	4
starostinpie	jˀ	4
starostinpie	r̩	4
starostinpie	tʃː	4
starostinpie	uˀ/u	4
starostinpie	ðˀ	4
starostinpie	ɜː	4
starostinpie	ɥ	4
starostinpie	ɧ	4
starostinpie	ɳ	4
starostinpie	ʁˀ	4
starostinpie	ʃː	4
starostinpie	ei	3
starostinpie	iˀ	3
starostinpie	mː	3
starostinpie	oi	3
starostinpie	pʰ	3
starostinpie	pˢ	3
starostinpie	wˀ	3
starostinpie	xʷ	3
starostinpie	ã	3
starostinpie	ãː	3
starostinpie	øyː	3
starostinpie	ĩ	3
starostinpie	ŋˀ	3
starostinpie	œy	3
starostinpie	œː	3
starostinpie	ɑu	3
starostinpie	ʑ	3
starostinpie	χ	3
starostinpie	bʱ	2
starostinpie	b̥	2
starostinpie	dʱ	2
starostinpie	eo	2
starostinpie	fʲ	2
starostinpie	gː	2
starostinpie	kˢ	2
starostinpie	l̥	2
starostinpie	l̩	2
starostinpie	ouʰ/ou	2
starostinpie	r̥	2
starostinpie	tʃʲ	2
starostinpie	yˀ	2
starostinpie	zʲ	2
starostinpie	ũ	2
starostinpie	ɑɪ	2
starostinpie	ɒˀ	2
starostinpie	ɒː	2
starostinpie	ɔy	2
starostinpie	ɔˀ	2
starostinpie	ɖ	2
starostinpie	ə̃	2
starostinpie	ɛʰ/ɛ	2
starostinpie	ʈʰ	2
starostinpie	aiː	1
starostinpie	aʰ/a	1
starostinpie	bː	1
starostinpie	cː	1
starostinpie	dʒː	1
starostinpie	dː	1
starostinpie	d̥	1
starostinpie	gʱ	1
starostinpie	j̃	1
starostinpie	mˀ	1
starostinpie	ou	1
starostinpie	pf	1
starostinpie	tsʰ	1
starostinpie	tsʲ	1
starostinpie	tʃʰː	1
starostinpie	tʰː	1
starostinpie	y/ɥ	1
starostinpie	æˀ/æ	1
starostinpie	øˀ/ø	1
starostinpie	ĩː	1
starostinpie	œˀ/œ	1
starostinpie	œ̃	1
starostinpie	ɑɪ̯	1
starostinpie	ɑˀ/ɑ	1
starostinpie	ɒ	1
starostinpie	ɔʰ/ɔ	1
starostinpie	ɖː	1
starostinpie	əi	1
starostinpie	ɛ̃ː	1
starostinpie	ɟ	1
starostinpie	ɡʲ	1
starostinpie	ɲː	1
starostinpie	ɶ	1
starostinpie	ɶˀ	1
starostinpie	ʃʲː	1
starostinpie	ʊ̃	1
starostinpie	ʎː	1
starostinpie	ʏʰ/ʏ	1
starostinpie	ʏː	1
starostintujia	²¹	296
starostintujia	a	244
starostintujia	i	225
starostintujia	⁵⁵	173
starostintujia	e	120
starostintujia	l	102
starostintujia	o	96
starostintujia	s	93
starostintujia	⁵³	87
starostintujia	³³	85
starostintujia	u	83
starostintujia	²⁴	74
starostintujia	³⁵	65
starostintujia	n	53
starostintujia	ɨ	53
starostintujia	k	49
starostintujia	m	49
starostintujia	kʰ	47
starostintujia	j	46
starostintujia	¹³	41
starostintujia	ʉ	38
starostintujia	ŋ	37
starostintujia	⁴⁴	37
starostintujia	p	35
starostintujia	ts	33
starostintujia	z	33
starostintujia	t	26
starostintujia	tsʰ	26
starostintujia	ɣ	26
starostintujia	ũ	25
starostintujia	tɕ	24
starostintujia	ʔ	23
starostintujia	w	22
starostintujia	tɕʰ	21
starostintujia	ã	21
starostintujia	ɔ	21
starostintujia	tʰ	18
starostintujia	b	17
starostintujia	d	17
starostintujia	ɕ	17
starostintujia	ɛ	17
starostintujia	ɤ	17
starostintujia	x	15
starostintujia	pʰ	13
starostintujia	ẽ	13
starostintujia	dz	12
starostintujia	dʑ	12
starostintujia	⁴⁵	6
starostintujia	ɡ	5
starostintujia	æ̃	4
starostintujia	ħ	3
starostintujia	ĩ	3
starostintujia	y	1
starostintujia	³¹	1
starostintujia	õ	1
starostintujia	⁵¹	1
streitberggothic	a	590
streitberggothic	n	378
streitberggothic	s	347
streitberggothic	ɪ	219
streitberggothic	r	203
streitberggothic	u	156
streitberggothic	l	150
streitberggothic	t	140
streitberggothic	h	122
streitberggothic	j	107
streitberggothic	θ	102
streitberggothic	ɛ	99
streitberggothic	w	96
streitberggothic	ɡ	96
streitberggothic	ɸ	95
streitberggothic	o	92
streitberggothic	m	89
streitberggothic	ɔ	82
streitberggothic	d	75
streitberggothic	k	71
streitberggothic	i	69
streitberggothic	b	50
streitberggothic	e	44
streitberggothic	β	39
streitberggothic	ɣ	36
streitberggothic	ð	33
streitberggothic	ŋ	20
